epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
14,0.9819362163543701,0.6363032460212708,0.05909902974963188,1e-04,0.9426813721656799,0.882280707359314,0.9531137347221375,0.45776528120040894,0.13266384601593018,0.6702563762664795,0.8280239701271057
15,0.9809788465499878,0.63889080286026,0.058991312980651855,1e-04,0.9332001209259033,0.8819473385810852,0.9690712094306946,0.47491222620010376,0.09613687545061111,0.9048303365707397,0.6930823922157288
16,0.982840895652771,0.6628378629684448,0.05358955264091492,1e-04,0.945099413394928,0.8904457092285156,0.9668133854866028,0.5190213322639465,0.09502192586660385,0.7900619506835938,0.8161603808403015
17,0.9837082028388977,0.6788432598114014,0.04968680441379547,1e-04,0.947994589805603,0.8970891833305359,0.9627633094787598,0.5040636658668518,0.10769309103488922,0.7412403225898743,0.8476992845535278
18,0.9857451319694519,0.7060417532920837,0.04346102103590965,1e-04,0.9576715230941772,0.9103755354881287,0.9770618081092834,0.5615521669387817,0.07103557884693146,0.9471648335456848,0.765951931476593
19,0.9870284199714661,0.7264953255653381,0.03913435339927673,1e-04,0.9625030755996704,0.9201467037200928,0.978834331035614,0.5883145332336426,0.0659232884645462,0.9269996881484985,0.81377112865448
20,0.9873283505439758,0.7374537587165833,0.03752194717526436,1e-04,0.965034544467926,0.9207627773284912,0.9751449227333069,0.5793245434761047,0.07114719599485397,0.875984251499176,0.8150339722633362
21,0.9861994385719299,0.7327808141708374,0.03973221406340599,1e-04,0.9581425786018372,0.9152296781539917,0.9756542444229126,0.5892004370689392,0.07454439252614975,0.9081572890281677,0.7904183864593506
22,0.9860552549362183,0.7382276058197021,0.03891770541667938,1e-04,0.9591317176818848,0.9123183488845825,0.969596266746521,0.571922779083252,0.09088890999555588,0.8275969624519348,0.7997150421142578
23,0.9849476218223572,0.7319821119308472,0.04066682234406471,1e-04,0.9519477486610413,0.9071421027183533,0.9470252394676208,0.49476298689842224,0.15439733862876892,0.6217595338821411,0.8985867500305176
24,0.9878101348876953,0.7608126401901245,0.03278791159391403,1e-05,0.9617493152618408,0.9293450713157654,0.9811123609542847,0.6577864289283752,0.05654127523303032,0.9356942772865295,0.8424354195594788
25,0.9896765351295471,0.7826735377311707,0.02828780561685562,1e-05,0.9752500653266907,0.9371883273124695,0.982016384601593,0.6636645197868347,0.05585048347711563,0.957518994808197,0.8318219780921936
26,0.9901019930839539,0.789682924747467,0.027073349803686142,1e-05,0.9771842360496521,0.9399624466896057,0.9821524620056152,0.6641079187393188,0.05626687780022621,0.9623509049415588,0.8287156820297241
27,0.9903378486633301,0.7940007448196411,0.02633487805724144,1e-05,0.978407621383667,0.9413595795631409,0.9822492599487305,0.6655933856964111,0.056506432592868805,0.9643210768699646,0.8280715346336365
28,0.9905202984809875,0.7973474264144897,0.02574995905160904,1e-05,0.9793877601623535,0.9423919916152954,0.9823513627052307,0.6679583787918091,0.05654981732368469,0.9653948545455933,0.8284268975257874
29,0.9906755089759827,0.8002227544784546,0.025245465338230133,1e-05,0.9802131652832031,0.9432646632194519,0.9824581742286682,0.670586347579956,0.05649494007229805,0.9662296175956726,0.8291217684745789
30,0.9908608198165894,0.8029606938362122,0.02472083829343319,1e-06,0.9796726703643799,0.947097659111023,0.982556939125061,0.6735971570014954,0.05597170069813728,0.9668676853179932,0.8292582035064697
31,0.9909107685089111,0.8030414581298828,0.024615736678242683,1e-06,0.9811750650405884,0.945209801197052,0.9825997352600098,0.6753329038619995,0.05573108792304993,0.966613233089447,0.8299784660339355
32,0.9909324049949646,0.8033338189125061,0.024558980017900467,1e-06,0.9815077185630798,0.9449329972267151,0.9826400279998779,0.6764537692070007,0.05560055747628212,0.9663690328598022,0.8307653665542603
33,0.9909517168998718,0.8036714196205139,0.024507082998752594,1e-06,0.9816406965255737,0.9449574947357178,0.9826592803001404,0.6772127151489258,0.05552712455391884,0.9661353826522827,0.8312603235244751
34,0.9909689426422119,0.8040111064910889,0.024455886334180832,1e-06,0.9817415475845337,0.9450110197067261,0.9826730489730835,0.6777694225311279,0.05548529699444771,0.9660358428955078,0.8315364122390747
35,0.9909862875938416,0.8043481707572937,0.024404553696513176,1e-06,0.9818520545959473,0.9450758695602417,0.9826825261116028,0.6782151460647583,0.055460602045059204,0.9659854173660278,0.831701397895813
36,0.9910050630569458,0.8046833276748657,0.024352818727493286,1e-06,0.9819629192352295,0.9451410174369812,0.9826998114585876,0.678597092628479,0.055446818470954895,0.9660627245903015,0.8318568468093872
37,0.9910210967063904,0.8050170540809631,0.02430054172873497,1e-06,0.9820592999458313,0.9452087879180908,0.982714056968689,0.6789432764053345,0.05543867498636246,0.9661516547203064,0.8319457173347473
38,0.9910358190536499,0.8053498864173889,0.02424764260649681,1e-06,0.9821515083312988,0.9452663064002991,0.9827275276184082,0.6792659163475037,0.05543532967567444,0.9662169218063354,0.8320662975311279
39,0.9910615682601929,0.8057284355163574,0.02417786419391632,1e-07,0.9820929169654846,0.9457831978797913,0.9827370643615723,0.6796402335166931,0.0553942546248436,0.9661085605621338,0.8322979211807251
40,0.991064190864563,0.805753231048584,0.0241719838231802,1e-07,0.9821435809135437,0.9457306265830994,0.9827420711517334,0.6798482537269592,0.05537217855453491,0.9660698771476746,0.8323994278907776
41,0.9910671710968018,0.8057800531387329,0.024166008457541466,1e-07,0.9821900129318237,0.9456876516342163,0.9827452898025513,0.6799706816673279,0.05536016821861267,0.966067910194397,0.8324406743049622
42,0.9910693764686584,0.8058093786239624,0.024159934371709824,1e-07,0.9822311401367188,0.945650577545166,0.9827473163604736,0.6800481677055359,0.05535365641117096,0.9660714864730835,0.8324406743049622
43,0.9910711050033569,0.8058412075042725,0.02415376529097557,1e-07,0.9822621941566467,0.945614218711853,0.982748806476593,0.6801031827926636,0.05534990876913071,0.9660921096801758,0.8324216604232788
44,0.9910731315612793,0.8058745861053467,0.02414749749004841,1e-07,0.9822936058044434,0.9455969929695129,0.982748806476593,0.6801468729972839,0.055347759276628494,0.9660988450050354,0.8324121236801147
45,0.991076648235321,0.8059141039848328,0.02413935773074627,1e-08,0.9823020696640015,0.9456360340118408,0.9827510714530945,0.6801944375038147,0.05534280091524124,0.9660930633544922,0.8324470520019531
46,0.9910770058631897,0.8059163093566895,0.024138838052749634,1e-08,0.9823070764541626,0.9456347227096558,0.9827510714530945,0.6802207231521606,0.055340174585580826,0.9660793542861938,0.8324597477912903
47,0.9910773038864136,0.8059187531471252,0.0241383146494627,1e-08,0.9823117852210999,0.9456320405006409,0.9827505350112915,0.6802356243133545,0.0553387887775898,0.9660722613334656,0.8324597477912903
48,0.9910774230957031,0.805921196937561,0.024137776345014572,1e-08,0.98231440782547,0.9456294178962708,0.9827505350112915,0.680244505405426,0.055338069796562195,0.9660688042640686,0.8324629068374634
49,0.9910777807235718,0.8059247732162476,0.024136967957019806,1e-09,0.9823164939880371,0.9456313848495483,0.9827508330345154,0.680252730846405,0.05533723533153534,0.966065526008606,0.8324692249298096
